car,price,body,mileage,engV,engType,registration,year,model,drive
Jeep,11300,crossover,118,2.4,Gas,yes,2007,Compass,full
Volkswagen,3100,hatch,118,1.8,Gas,yes,1993,Golf III,front
Audi,30900,vagon,118,2,Petrol,yes,2013,A4 Allroad,full
Toyota,8950,hatch,118,1.6,Petrol,yes,2008,Auris,front
Infiniti,14200,crossover,118,3.5,Petrol,yes,2005,FX 35,full
Chevrolet,4300,sedan,118,1.5,Gas,yes,2005,Aveo,front
Honda,7999,sedan,118,1.8,Petrol,yes,2007,Civic,
Toyota,26900,crossover,118,2.7,Petrol,yes,2011,Land Cruiser Prado,full
Peugeot,9350,hatch,118,1.6,Diesel,yes,2012,308,front
Skoda,9500,hatch,118,1.8,Petrol,yes,2009,Octavia,front
Hyundai,8900,hatch,118,1.6,Diesel,yes,2008,i30,front
Skoda,12800,sedan,118,1.8,Petrol,yes,2010,Octavia A5,front
Toyota,11400,sedan,118,1.4,Petrol,yes,2010,Corolla,front
Renault,6700,van,118,1.5,Diesel,yes,2012,Kangoo ����.,front
VAZ,3650,vagon,118,1.6,Petrol,yes,2006,2111,front
Hyundai,5700,sedan,118,1.4,Petrol,yes,2007,Accent,front
Renault,10990,sedan,118,2,Petrol,yes,2012,Fluence,front
Skoda,7650,sedan,119,1.8,Gas,yes,2006,Octavia Tour,front
Porsche,23999,crossover,119,4.8,Petrol,yes,2008,Cayenne,full
Volkswagen,11500,sedan,119,2,Diesel,yes,2007,Passat B6,front
Ford,13893.75,sedan,119,2,Petrol,yes,2011,Mondeo,front
Toyota,14400,crossover,119,1.8,Gas,yes,2008,Rav 4,full
Honda,13000,sedan,119,2.4,Other,yes,2008,Accord,front
Skoda,7600,vagon,119,1.4,Other,yes,2008,Fabia,
Honda,12000,sedan,119,2,Petrol,yes,2007,Accord,front
Mercedes-Benz,40000,other,119,6.3,Petrol,yes,2008,ML 63 AMG,full
Mitsubishi,8000,sedan,119,1.8,Petrol,yes,2007,Lancer,front
Opel,12750,sedan,119,1.8,Gas,yes,2010,Insignia,front
Renault,6800,van,119,1.5,Diesel,yes,2012,Kangoo ����.,front
Nissan,18500,sedan,119,3.5,Gas,yes,2010,Teana,front
Ford,5500,hatch,119,1.4,Other,yes,2008,Fiesta,front
Audi,34000,crossover,119,2,Diesel,yes,2013,Q5,full
Daewoo,3500,hatch,119,1.8,Petrol,yes,2008,Matiz,front
Skoda,13700,hatch,119,1.8,Petrol,yes,2009,Superb,front
Audi,23500,crossover,119,4.2,Gas,yes,2007,Q7,full
Mitsubishi,11100,crossover,119,2.4,Gas,yes,2008,Outlander,
Volkswagen,17900,other,119,2,Diesel,yes,2012,T6 (Transporter) ����.,front
Kia,18300,crossover,119,2.4,Gas,yes,2011,Sorento,full
Toyota,26900,crossover,119,4,Gas,yes,2008,Land Cruiser Prado,full
MINI,10500,other,119,1.4,Diesel,yes,2003,One,front
Mercedes-Benz,51000,sedan,119,4.7,Petrol,yes,2012,S 500,full
Kia,14777,crossover,119,2.5,Diesel,yes,2009,Sorento,full
Hyundai,3700,sedan,119,1.4,Petrol,yes,2008,Accent,front
Land Rover,20500,crossover,119,1.8,Diesel,yes,2006,Range Rover Sport,full
Honda,9500,hatch,119,1.8,Petrol,yes,2008,Civic,front
Volkswagen,8999,sedan,120,2,Petrol,yes,2008,Passat B6,front
Volkswagen,8999,sedan,120,1.9,Diesel,yes,2007,Passat B6,front
Toyota,15500,sedan,120,3.5,Petrol,yes,2008,Camry,front
Toyota,23400,crossover,120,4,Petrol,yes,2007,Land Cruiser Prado,full
Hyundai,10500,crossover,120,1.8,Other,yes,2007,Tucson,full
Renault,7800,vagon,120,1.5,Diesel,yes,2008,Megane,front
Volkswagen,10600,van,120,2,Diesel,yes,2007,Touran,front
Honda,13700,sedan,120,3.5,Petrol,yes,2008,Accord,front
Land Rover,39900,crossover,120,5,Petrol,yes,2012,Range Rover,full
Mercedes-Benz,15300,other,120,2.6,Petrol,yes,2004,CLK 240,rear
Porsche,16900,crossover,120,3.2,Petrol,yes,2005,Cayenne,full
Hyundai,10500,crossover,120,2.7,Petrol,yes,2006,Tucson,full
Mitsubishi,11800,crossover,120,3,Petrol,yes,2008,Outlander XL,full
VAZ,2600,sedan,120,1.7,Gas,yes,1978,2101,rear
Volkswagen,19100,other,120,1.4,Petrol,yes,2012,Scirocco,front
Mitsubishi,9700,sedan,120,2.4,Gas,yes,2006,Galant,front
Subaru,10700,vagon,120,2.5,Petrol,yes,2006,Outback,full
Chevrolet,5444,sedan,120,1.6,Gas,yes,2007,Aveo,front
Kia,8500,sedan,120,2,Other,yes,2007,Magentis,front
Chevrolet,6300,sedan,120,1.6,Petrol,yes,2007,Lacetti,front
Kia,7700,hatch,120,1.4,Gas,yes,2009,Ceed,front
Mitsubishi,0,crossover,120,2,Gas,yes,2008,Outlander,full
VAZ,5700,hatch,120,1.6,Petrol,yes,2012,2172,front
Chevrolet,5800,sedan,120,1.5,Petrol,yes,2007,Aveo,front
Skoda,11900,other,120,1.8,Petrol,yes,2010,Octavia A5,front
Toyota,44700,crossover,120,3.5,Petrol,yes,2013,Venza,full
Mercedes-Benz,33800,crossover,120,3,Diesel,yes,2010,ML 350,full
VAZ,3300,hatch,120,1.6,Gas,yes,2007,2112,front
Volkswagen,9000,hatch,120,1.2,Diesel,yes,2012,Polo,front
Skoda,5500,hatch,120,1.2,Petrol,yes,2006,Fabia,front
VAZ,2800,sedan,120,1.5,Gas,yes,2001,2110,front
Opel,1900,sedan,120,1.8,Petrol,yes,1987,Kadett,
Audi,11000,other,120,1.8,Petrol,yes,2000,TT,front
Fiat,13999,other,120,1.6,Diesel,yes,2012,Doblo ����.,front
Mercedes-Benz,55000,crossover,120,5.5,Petrol,yes,2008,G 55 AMG,full
Jeep,5500,crossover,120,2.7,Diesel,no,2003,Grand Cherokee,full
Skoda,9600,other,120,2,Petrol,yes,2008,Octavia A5,front
VAZ,2799,sedan,120,1.5,Gas,yes,2004,21099,front
Kia,21999,crossover,120,2.2,Diesel,yes,2013,Sorento,
Audi,10200,sedan,120,2,Petrol,yes,2006,A4,front
VAZ,1750,vagon,120,1.5,Petrol,yes,2004,2104,rear
Infiniti,18880,crossover,120,3.5,Gas,yes,2008,FX 35,full
Mitsubishi,12500,crossover,120,2.5,Diesel,yes,2007,Pajero Sport,full
VAZ,3300,sedan,120,1.6,Petrol,yes,2007,21099,front
Mitsubishi,5700,vagon,120,1.3,Petrol,yes,2005,Colt,front
Infiniti,25700,crossover,120,3.5,Petrol,yes,2009,FX 35,full
Renault,8499,van,120,1.5,Diesel,yes,2014,Kangoo ����.,front
Citroen,12500,van,120,1.6,Diesel,yes,2013,Berlingo ����.,front
Toyota,15500,crossover,120,2,Petrol,yes,2008,Rav 4,full
Smart,6400,other,120,1.8,Diesel,yes,2008,Fortwo,rear
Opel,5500,sedan,120,1.8,Petrol,yes,2007,Astra G,front
Groz,5000,crossover,120,2.2,Gas,yes,2008,Shuttle,rear
Peugeot,6500,hatch,120,1.4,Petrol,yes,2006,207,front
Citroen,2800,van,120,1.9,Diesel,yes,2004,Berlingo ����.,
Toyota,11950,hatch,120,1.4,Petrol,yes,2013,Auris,front
Toyota,29000,crossover,120,4,Gas,yes,2008,Land Cruiser Prado,full
Opel,7500,hatch,120,1.6,Petrol,yes,2008,Astra H,front
Nissan,9000,sedan,120,3,Petrol,yes,2006,Maxima,front
ZAZ,1950,hatch,120,1.2,Petrol,yes,2007,1103 �������,
Mazda,8500,sedan,120,1.6,Gas,yes,2007,3,front
Mitsubishi,16900,other,120,3,Petrol,yes,2008,Pajero Wagon,full
Land Rover,53500,crossover,120,4.4,Diesel,yes,2011,Range Rover,full
Nissan,10900,sedan,120,2.3,Petrol,yes,2006,Teana,front
Lexus,22900,sedan,120,4.6,Petrol,yes,2008,LS 460,rear
ZAZ,1800,sedan,120,1.2,Petrol,yes,2008,1103 �������,front
Lexus,22500,sedan,120,3.5,Petrol,yes,2010,GS 350,full
Toyota,28900,crossover,120,3.5,Petrol,yes,2011,Highlander,full
VAZ,3950,crossover,120,1.7,Gas,yes,2004,2121,full
GAZ,2400,van,120,2.5,Gas,yes,2008,2752 ������,rear
Toyota,17777,other,120,2.7,Gas,yes,2006,Land Cruiser Prado,full
VAZ,2650,hatch,120,1.6,Other,yes,2008,2109,
Land Rover,39900,crossover,120,5,Petrol,yes,2012,Range Rover,full
Fiat,3650,van,120,2,Diesel,yes,2001,Scudo ����.,front
Chevrolet,7500,sedan,120,2.5,Gas,yes,2006,Evanda,front
Honda,8700,crossover,120,2,Petrol,yes,2006,HR-V,full
Peugeot,5450,sedan,120,1.4,Petrol,yes,2008,206,front
GAZ,2399,van,120,2.5,Gas,yes,2008,2752 ������,rear
Chevrolet,7300,sedan,120,1.8,Petrol,yes,2008,Lacetti,front
Chevrolet,44700,van,120,3.5,Petrol,yes,2013,Express ����.,full
Volkswagen,44700,van,120,3.5,Petrol,yes,2013,Sharan,full
Nissan,6990,hatch,120,1,Petrol,yes,2011,Micra,front
Geely,3999,sedan,120,1.5,Gas,yes,2007,CK1,front
Citroen,5900,other,120,1.4,Petrol,yes,2006,Berlingo ����.,front
Renault,7400,van,120,1.5,Diesel,yes,2012,Kangoo ����.,front
Infiniti,26300,crossover,120,1.8,Other,yes,2009,FX 35,
Kia,8500,hatch,120,1.6,Diesel,yes,2008,Ceed,front
UAZ,1300,sedan,120,2.5,Other,yes,1978,452 ����.,full
MINI,7500,hatch,120,1.6,Petrol,yes,2003,Cooper,front
Daewoo,3500,sedan,120,1.5,Gas,yes,2012,Nexia,front
Toyota,18300,crossover,120,2,Petrol,yes,2011,Rav 4,full
VAZ,3550,sedan,120,1.6,Petrol,yes,2006,2110,
Mitsubishi,12000,sedan,121,2.4,Gas,yes,2009,Galant,front
Chevrolet,5500,sedan,121,1.5,Petrol,yes,2006,Aveo,front
Hyundai,6200,hatch,121,1.4,Gas,yes,2008,Getz,front
Chevrolet,5999,sedan,121,1.6,Petrol,yes,2008,Lacetti,front
Nissan,13999,sedan,121,3.5,Petrol,yes,2010,Teana,front
VAZ,2300,sedan,121,1.5,Gas,yes,2006,2107,rear
Mitsubishi,7300,sedan,121,1.6,Gas,yes,2008,Lancer,front
Mazda,7700,sedan,121,1.6,Petrol,yes,2007,3,front
BMW,12900,sedan,121,2,Petrol,yes,2007,318,rear
Skoda,11900,other,121,1.6,Petrol,yes,2011,Octavia A5,front
Mazda,10500,sedan,121,2.3,Petrol,yes,2008,6 MPS,full
Volkswagen,16900,van,121,2,Diesel,yes,2014,T5 (Transporter) ����,front
Mercedes-Benz,61500,crossover,121,3,Diesel,yes,2013,GL 350,full
Renault,10499,vagon,121,1.5,Diesel,yes,2013,Megane,front
Mercedes-Benz,2700,sedan,121,2.5,Diesel,yes,1986,E-Class,rear
VAZ,3900,hatch,121,1.4,Petrol,yes,2008,1119,front
Chevrolet,7500,sedan,121,1.6,Gas,yes,2008,Lacetti,front
Volkswagen,3700,hatch,121,1.9,Diesel,yes,1993,Golf III,front
Mitsubishi,18999,crossover,121,3.8,Gas,yes,2008,Pajero Wagon,full
VAZ,3900,hatch,121,1.4,Petrol,yes,2008,1119,front
Chevrolet,6400,sedan,121,1.8,Petrol,yes,2008,Lacetti,front
Mercedes-Benz,47300,sedan,121,3,Diesel,yes,2012,S 350,full
BMW,16500,other,122,2.2,Petrol,yes,2005,520,rear
Skoda,8400,sedan,122,1.8,Petrol,yes,2008,Octavia,front
Mazda,13200,sedan,122,2,Gas,yes,2009,6,front
Skoda,8699,hatch,122,1.6,Petrol,yes,2009,Octavia Tour,front
Mazda,7999,sedan,122,1.8,Gas,yes,2007,3,front
Audi,24500,sedan,122,4,Diesel,yes,2008,A8,full
Audi,22800,sedan,122,2,Petrol,yes,2011,A6,front
Suzuki,10300,other,122,2,Petrol,yes,2007,Grand Vitara,
Honda,13000,crossover,122,2.4,Gas,yes,2007,CR-V,full
Renault,11400,van,122,2,Diesel,yes,2013,Trafic ����.,front
Mitsubishi,21000,crossover,122,3.2,Diesel,yes,2009,Pajero Wagon,full
Mazda,8900,sedan,122,2,Petrol,yes,2006,6,front
Hyundai,7700,sedan,122,1.6,Gas,yes,2008,Accent,front
Skoda,5850,hatch,122,1.4,Petrol,yes,2007,Fabia,front
VAZ,1599,hatch,122,1.5,Other,yes,1992,2109,front
Volkswagen,20900,sedan,122,2,Petrol,yes,2012,Passat B7,front
Volkswagen,18999,sedan,122,1.8,Petrol,yes,2012,Passat CC,front
Toyota,10200,sedan,122,7.2,Petrol,yes,2011,Corolla,front
Ford,9200,hatch,122,1.8,Diesel,yes,2008,Focus,front
Mitsubishi,6900,sedan,122,1.6,Petrol,yes,2008,Lancer,front
Volkswagen,13900,vagon,122,1.4,Gas,yes,2013,Touran,front
Lexus,24100,sedan,122,4.6,Petrol,yes,2008,LS 460,rear
Renault,6200,van,122,1.5,Diesel,yes,2007,Kangoo ����.,front
Mazda,8150,hatch,122,1.6,Gas,yes,2007,3,front
Hyundai,13300,crossover,122,2.7,Gas,yes,2009,Tucson,full
Nissan,15990,crossover,122,1.6,Petrol,yes,2011,Juke,full
BMW,13700,sedan,122,2,Petrol,yes,2007,318,rear
Alfa Romeo,2300,sedan,122,1.6,Petrol,yes,1991,75,rear
Mercedes-Benz,2500,vagon,122,2.3,Petrol,yes,1987,230,rear
VAZ,4400,other,122,1.6,Gas,yes,2012,2113,front
VAZ,4600,sedan,122,1.6,Other,yes,2008,2170,front
Hyundai,8800,hatch,122,1.6,Diesel,yes,2008,i30,
Mercedes-Benz,26600,van,122,3,Diesel,yes,2012,Vito ����.,rear
Volkswagen,3350,hatch,122,1.4,Petrol,yes,1993,Golf III,front
Nissan,8700,sedan,122,1.8,Gas,yes,2005,Primera,front
Mazda,13300,crossover,122,2.3,Gas,yes,2010,CX-7,full
Isuzu,13960,other,122,2.5,Diesel,yes,2011,D-Max,full
Mercedes-Benz,31500,sedan,123,2.2,Diesel,yes,2011,E-Class,
Volkswagen,16500,sedan,123,1.8,Petrol,yes,2010,Passat B6,front
Renault,8700,vagon,123,1.5,Diesel,yes,2009,Megane,front
Mercedes-Benz,12600,sedan,123,3.2,Petrol,yes,2000,S 320,rear
Renault,7499,van,123,1.5,Diesel,yes,2009,Kangoo ����.,front
Citroen,19000,sedan,123,1.6,Petrol,yes,2013,DS5,front
Volkswagen,7900,other,123,1.4,Petrol,yes,2008,Polo,front
Honda,14500,sedan,123,2,Petrol,yes,2009,Accord,front
Toyota,12800,sedan,123,3.5,Petrol,yes,2007,Camry,front
Mazda,6700,other,123,1.6,Petrol,yes,2009,3,front
Volkswagen,17900,other,123,1.8,Petrol,yes,2010,Passat CC,front
Chevrolet,6300,sedan,123,1.6,Petrol,yes,2008,Lacetti,front
Toyota,9800,sedan,123,1.8,Petrol,yes,2008,Corolla,front
Daewoo,3300,sedan,123,1.3,Petrol,yes,2005,Sens,rear
Renault,1800,van,123,1.9,Diesel,yes,2004,Kangoo ����.,front
Suzuki,9800,hatch,123,1.6,Petrol,yes,2008,SX4,front
Skoda,6777,vagon,123,1.4,Petrol,yes,2007,Fabia,front
Nissan,8300,crossover,123,1.5,Diesel,no,2010,Qashqai,front
Daewoo,3200,sedan,123,1.3,Gas,yes,2006,Sens,front
VAZ,1750,sedan,123,1.5,Petrol,yes,2000,21099,front
Audi,15800,hatch,123,1.4,Petrol,yes,2010,A3,front
Fiat,6500,van,123,1.4,Petrol,yes,2011,Doblo ����.,front
Ford,8200,van,123,1.8,Diesel,yes,2008,C-Max,front
Chevrolet,7000,sedan,123,2,Petrol,yes,2008,Epica,front
Peugeot,9500,vagon,123,1.6,Other,yes,2008,Partner ����.,front
Volkswagen,13900,vagon,123,1.4,Gas,yes,2013,Touran,front
Lexus,20000,crossover,123,3.5,Gas,yes,2008,RX 350,full
Volkswagen,22000,crossover,123,3,Diesel,yes,2009,Touareg,full
VAZ,1600,sedan,123,1.3,Petrol,yes,1988,2109,front
Volkswagen,0,van,123,1.2,Petrol,yes,2013,Caddy ����.,front
Mitsubishi,10400,sedan,123,2,Petrol,yes,2009,Lancer X,front
Opel,15000,sedan,123,2,Petrol,yes,2009,Insignia,front
Renault,7200,van,123,1.5,Diesel,yes,2012,Kangoo ����.,front
Daewoo,3900,sedan,123,1.8,Gas,yes,2007,Lanos,front
Hyundai,13700,crossover,123,2.2,Diesel,yes,2006,Santa FE,full
VAZ,3000,hatch,123,1.6,Petrol,yes,2009,21093,front
VAZ,750,sedan,123,1.2,Petrol,yes,1990,2105,
Mazda,9200,sedan,124,2,Petrol,yes,2007,3,front
Volkswagen,13500,van,124,2,Diesel,yes,2013,T5 (Transporter) ����,front
Volkswagen,0,van,124,1.6,Diesel,yes,2013,Caddy ����.,front
Kia,5400,hatch,124,1.1,Petrol,yes,2007,Picanto,front
Chevrolet,19000,crossover,124,2.4,Gas,yes,2012,Captiva,full
Toyota,10500,sedan,124,1.8,Petrol,yes,2008,Avensis,front
Kia,6999,hatch,124,1.4,Petrol,yes,2008,Rio,front
Renault,4700,hatch,124,1.5,Diesel,yes,2003,Kangoo ����.,front
Fiat,0,van,124,1.3,Diesel,yes,2013,Fiorino ����.,front
Volkswagen,9400,van,124,2,Gas,yes,2008,Caddy ����.,front
Chevrolet,8500,hatch,124,1.6,Gas,yes,2010,Lacetti,front
Audi,22500,sedan,124,3,Diesel,yes,2008,A8,full
Audi,52000,other,124,3,Diesel,yes,2012,A8,full
Land Rover,3700,crossover,124,1.8,Petrol,no,2005,Freelander,full
Honda,8900,sedan,124,1.8,Petrol,yes,2007,Civic,front
Seat,8200,vagon,124,1.2,Diesel,yes,2011,Ibiza,front
Chery,3450,sedan,124,1.6,Gas,yes,2007,Amulet,front
Land Rover,39900,crossover,124,5,Petrol,yes,2011,Range Rover,full
Mitsubishi,13200,crossover,124,3,Gas,yes,2008,Pajero Sport,full
Dacia,5550,other,124,1.6,Gas,yes,2007,Logan,front
SsangYong,12000,crossover,124,2,Diesel,yes,2008,Kyron,full
Volkswagen,13500,van,124,2,Diesel,yes,2013,T6 (Transporter) ����,front
Fiat,8900,vagon,124,1.3,Diesel,yes,2011,Qubo ����.,front
Opel,8400,other,124,1.6,Petrol,yes,2008,Astra H,
Nissan,2000,sedan,124,2,Petrol,yes,1991,Primera,front
Citroen,11400,hatch,124,1.4,Petrol,yes,2011,C3 Picasso,front
Toyota,14900,crossover,124,4,Petrol,yes,2006,Fortuner,full
Mercedes-Benz,23900,sedan,124,1.8,Petrol,yes,2012,E-Class,rear
Chevrolet,6200,hatch,124,1.6,Petrol,yes,2007,Lacetti,front
Mercedes-Benz,22700,sedan,125,2.2,Diesel,yes,2010,E-Class,rear
Mitsubishi,23000,crossover,125,3,Gas,yes,2008,Pajero Wagon,full
Subaru,10500,sedan,125,2,Petrol,yes,2007,Legacy,full
Hyundai,16300,crossover,125,2.7,Gas,yes,2007,Santa FE,full
Chevrolet,7100,sedan,125,2,Gas,yes,2007,Epica,front
Ford,6600,hatch,125,1.6,Petrol,yes,2007,Focus,front
Lexus,16700,sedan,125,3.5,Other,yes,2007,ES 350,front
Toyota,13400,sedan,125,2.4,Petrol,yes,2008,Camry,front
VAZ,1800,sedan,125,1.5,Petrol,yes,2000,2107,rear
Mazda,12850,crossover,125,99.99,Other,yes,2009,CX-7,full
Opel,2500,sedan,125,1.8,Petrol,no,2002,Vectra B,front
BMW,17500,vagon,125,3,Diesel,yes,2006,530,full
Mercedes-Benz,7800,hatch,125,2.3,Petrol,yes,2001,C-Class,rear
Renault,7600,other,125,1.5,Diesel,yes,2013,Kangoo ����.,front
Mercedes-Benz,16800,sedan,125,1.8,Petrol,yes,2008,C-Class,rear
Kia,9200,hatch,125,1.6,Petrol,yes,2008,Ceed,front
Nissan,5000,other,125,1.2,Petrol,yes,2006,Micra,front
Jeep,12500,crossover,125,2.5,Petrol,yes,1994,Wrangler,full
Skoda,12700,sedan,125,1.8,Petrol,yes,2011,Octavia A5,front
Mitsubishi,9450,sedan,125,2,Gas,yes,2008,Lancer X,front
Smart,3400,other,125,0.6,Petrol,yes,2000,Fortwo,rear
Skoda,10950,sedan,125,1.6,Gas,yes,2011,Octavia A5,front
Renault,7700,van,125,1.5,Diesel,yes,2012,Kangoo ����.,front
Honda,18900,crossover,125,2.4,Gas,yes,2009,CR-V,full
VAZ,3000,hatch,125,1.5,Petrol,yes,2003,2112,front
Smart,5000,other,125,0.7,Petrol,yes,2004,Fortwo,rear
Kia,15800,crossover,125,2,Gas,yes,2010,Sportage,front
Renault,12800,hatch,125,1.1,Diesel,yes,2012,Laguna,front
Ford,16400,sedan,125,2.5,Petrol,yes,2012,Kuga,full
Toyota,9500,sedan,125,1.6,Petrol,yes,2009,Corolla,front
Daewoo,4000,hatch,125,1.5,Petrol,yes,2007,Lanos,front
VAZ,2200,sedan,125,1.3,Gas,yes,1977,2101,rear
BMW,21700,crossover,125,3,Petrol,yes,2007,X5,full
Toyota,15700,sedan,125,3.5,Petrol,yes,2008,Camry,front
Volkswagen,18500,vagon,125,2,Diesel,yes,2011,Passat B7,front
Fiat,6800,van,125,1.3,Diesel,yes,2011,Doblo ����.,
Kia,8600,van,125,2,Petrol,yes,2008,Carens,front
Hyundai,15500,sedan,125,2,Petrol,yes,2012,Sonata,front
Lexus,17900,sedan,125,3.5,Gas,yes,2007,ES 350,front
Hyundai,7200,van,125,1.5,Diesel,yes,2007,Matrix,front
Kia,23500,crossover,125,2.2,Diesel,yes,2012,Sorento,full
Fiat,8000,hatch,125,1.2,Petrol,yes,2010,500,front
VAZ,3900,hatch,125,1.6,Gas,yes,2007,1119,front
Skoda,8800,sedan,125,2,Petrol,yes,2008,Octavia A5,front
Lexus,45000,crossover,125,3.5,Petrol,yes,2013,RX 350,full
Nissan,11500,crossover,125,2,Petrol,yes,2007,Qashqai,front
VAZ,2000,crossover,125,1.6,Petrol,yes,1985,2121,full
VAZ,3300,sedan,125,1.6,Petrol,yes,2006,2110,front
Volvo,20999,crossover,125,2.4,Diesel,yes,2009,XC60,full
Hummer,43000,crossover,125,6.2,Gas,yes,2008,H2,full
Opel,11500,sedan,125,2.8,Petrol,yes,2008,Vectra C,front
VAZ,3250,sedan,125,1.5,Gas,yes,2006,21099,front
VAZ,2650,hatch,125,1.5,Petrol,yes,2004,21093,front
VAZ,1555,sedan,125,1.35,Petrol,yes,1987,2106,rear
Chevrolet,6200,sedan,125,2.5,Gas,yes,2005,Evanda,front
VAZ,2500,vagon,125,1.5,Gas,yes,2007,2104,rear
Volkswagen,7300,sedan,125,1.6,Petrol,yes,2005,Golf Plus,front
Audi,22999,crossover,125,4.2,Petrol,yes,2008,Q7,full
Mitsubishi,8900,hatch,125,1.8,Petrol,yes,2009,Lancer X Sportback,front
Smart,4150,other,125,0.6,Petrol,yes,2002,Fortwo,rear
Skoda,13800,sedan,125,1.8,Petrol,yes,2012,Octavia A5,front
Volkswagen,8999,van,125,1.6,Diesel,yes,2011,Caddy ����.,front
Toyota,23660,crossover,125,3.5,Gas,yes,2013,Highlander,full
Renault,7300,van,125,1.5,Diesel,yes,2012,Kangoo ����.,front
VAZ,3950,hatch,125,1.6,Petrol,yes,2008,2112,front
Audi,18300,sedan,125,2,Diesel,yes,2009,A6,front
Chevrolet,5300,other,125,1.6,Gas,yes,2007,Aveo,front
Renault,6300,vagon,125,2,Petrol,yes,2003,Laguna,front
Audi,37800,other,126,3,Diesel,yes,2010,Q7,full
Mitsubishi,16900,crossover,126,3,Gas,yes,2008,Pajero Wagon,full
Toyota,37600,crossover,126,4.7,Petrol,yes,2008,Land Cruiser 200,full
Volkswagen,9850,van,126,2,Diesel,yes,2012,Caddy ����.,front
Chevrolet,5200,sedan,126,1.5,Gas,yes,2007,Aveo,front
Peugeot,6799,other,126,1.6,Diesel,yes,2009,Partner ����.,front
Mercedes-Benz,39900,crossover,126,5.5,Petrol,yes,2010,GL 500,full
Audi,48000,crossover,126,3,Diesel,yes,2013,Q7,full
Nissan,9200,crossover,126,1.8,Other,yes,2005,X-Trail,full
Mercedes-Benz,13995,van,126,2.2,Diesel,yes,2013,Vito ����.,
Toyota,8600,sedan,126,1.6,Petrol,yes,2008,Corolla,front
Skoda,8000,sedan,126,1.8,Gas,yes,2008,Octavia,front
Honda,9600,sedan,126,1.8,Petrol,yes,2008,Civic,front
Mitsubishi,7300,hatch,126,1.8,Other,yes,2004,Colt,
Audi,7000,other,126,2.6,Petrol,yes,1998,80,front
Daewoo,2450,sedan,126,1.5,Petrol,yes,2007,Nexia,front
Peugeot,5600,other,126,1.6,Diesel,yes,2012,Partner ����.,front
Renault,8999,other,126,2,Diesel,yes,2012,Trafic ����.,front
Daewoo,4500,sedan,126,1.6,Petrol,yes,2005,Lanos,front
Toyota,13500,crossover,126,4,Petrol,no,2011,Land Cruiser Prado,full
Land Rover,27000,crossover,126,4.2,Petrol,yes,2007,Range Rover Sport,full
Daewoo,4700,sedan,126,1.6,Gas,yes,2012,Nexia,front
VAZ,3900,crossover,126,1.7,Gas,yes,2003,2123,full
Honda,15199,sedan,126,2.4,Petrol,yes,2008,Accord,front
Acura,12900,sedan,126,3.5,Gas,yes,2006,RL,full
VAZ,2300,sedan,126,1.5,Petrol,yes,2004,21099,front
Subaru,9900,sedan,126,2,Gas,yes,2007,Legacy,full
Fiat,7500,van,126,1.3,Other,yes,2010,Fiorino ����.,front
Chevrolet,7400,sedan,126,1.8,Gas,yes,2007,Lacetti,
Mitsubishi,6300,sedan,126,1.6,Petrol,yes,2006,Lancer,front
Toyota,11700,crossover,126,2.4,Gas,yes,2008,Rav 4,full
ZAZ,2300,sedan,126,1.2,Petrol,yes,2007,1103 �������,front
Smart,4500,other,126,0.6,Gas,yes,2001,Fortwo,rear
Lexus,17990,sedan,126,3.5,Petrol,yes,2007,ES 350,front
Opel,9500,sedan,126,2.2,Petrol,yes,2007,Vectra C,front
Opel,11100,other,126,2,Diesel,yes,2011,Vivaro ����.,
VAZ,1600,sedan,126,1.6,Gas,yes,1979,2106,rear
Nissan,5200,hatch,126,1.2,Petrol,yes,2004,Micra,front
Mitsubishi,18900,crossover,127,3,Gas,yes,2008,Pajero Wagon,full
Nissan,13300,crossover,127,3.5,Gas,yes,2007,Murano,full
Volvo,23880,sedan,127,3,Petrol,yes,2011,S80,full
Toyota,14500,sedan,127,2.4,Gas,yes,2008,Camry,front
Mercedes-Benz,39900,crossover,127,5.5,Petrol,yes,2010,GL 550,full
Mitsubishi,13900,crossover,127,3,Petrol,yes,2008,Outlander XL,full
Peugeot,5500,hatch,127,1.4,Petrol,yes,2006,207,front
Mazda,11900,sedan,127,2,Petrol,yes,2008,6,front
Lexus,44500,crossover,127,5.7,Petrol,yes,2009,LX 570,full
Hyundai,14300,crossover,127,2.7,Gas,yes,2008,Santa FE,full
Daewoo,3950,sedan,127,1.5,Petrol,yes,2006,Lanos,front
Kia,9900,sedan,127,2.7,Gas,yes,2008,Magentis,front
Mercedes-Benz,19600,vagon,127,1.8,Diesel,yes,2013,B 180,front
Land Rover,25300,crossover,127,3.6,Diesel,yes,2007,Range Rover,full
Hyundai,19700,crossover,127,2.2,Diesel,yes,2012,Santa FE,full
Mercedes-Benz,9999,van,127,2.2,Diesel,yes,2005,Vito ����.,rear
Skoda,12500,sedan,127,1.8,Petrol,yes,2009,Superb,front
Mazda,11700,vagon,127,2.3,Petrol,yes,2006,CX-7,front
Chevrolet,4950,sedan,127,1.5,Petrol,yes,2008,Aveo,front
Lexus,15400,sedan,127,3,Petrol,yes,2006,GS 300,full
Mercedes-Benz,46500,crossover,127,5,Petrol,yes,2008,G 500,full
Mitsubishi,6400,sedan,127,1.6,Petrol,yes,2006,Lancer,front
Volkswagen,12900,van,127,1.6,Diesel,yes,2011,Caddy ����.,front
